,영상 제목,링크,분류,text,likes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3399,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,저도 페스코테리안으로써 보코님의 한마디 한마디가 공감이 가네요~ 대한민국에서도 채식주의자들이 조금 더 편안하게 친구들과 외식할수있는 날이 오기를...,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3400,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,"저도 채식 다시 시작한 사람입니다. 사실 채식으로 저를 비롯해 각종 질병을 치유하는데 엄청 도움을 받은 사람들의 사례도 많고 채식 하면서 보디빌딩 하는 사람들도 있다는 걸 많이 모르시더라구요. 인류 대부분이 정착한 지역에서 우리는 다양한 채소와 야채 과일 씨 그리고 각종 비타민 영양제에 들어 있는 충분한 영양소로 잘 살 수 있는 환경을 마련했는데 너무 고기를 먹어야한다를 사회적 압박도 없지 않은 것 같습니다.  채식을 함으로 먹을게 없고 영양가 없고 심심해졌다 가 아니라, 몰랐던 야채 종류와 그 안의 좋은 영양소, 또 새로운 레시피를 발견하며 만들어먹는 재미도 붙이고 식비도 절약할 수 있었어요.  우리가 생각 없이 그냥 받아들이고 먹고 있는 많은 식품들에는 사실 사람들로 하여금 계속 다시 먹고 싶게 끔 안에 무언가가 첨가되어있다는 것도, 그리고 광고되는 많은 효능 뒤에는 그 분야의 사업 이익 창출 이라는  목적이 내재되어있다는 점도 확인 해야하구요. 해부학 적으로도 긴 장과 날카로운 이가 없다는 점도 인간은 채식에 더 적합하게 진화한 것으로 알고 있습니다만.. 암튼 다들 건강하세요.",34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3401,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,아근데 진짜 학교 급식 매애애애앤날 고기 나오는데 매일매일이 너무 무겁고 기름져서 짜증나고 힘듬...,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3402,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,저 남자분 묘하게 말 기분나쁘게 하시네,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3403,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,엥.. 처음에 남성분 하는 말 보고 이사람 뭐지 했는데 그냥 진행차 그런건가 뭐지(아직 뭐지 단계),27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3404,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,우와... 식당하시면 꼭 찾아갈게요! 좋은 영상 만들어 주셔서 감사합니다🙏🏻,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3405,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,누구는 채식을 할 수도 있고 누구는 육식을 할 수 있는거지...왜 싸우고들 앉아있어...경험상육식하는 사람이 미주알 고주알 왜 채식해? 이건 안먹어? 이러면서 무지를 자랑 하는 거나 고기먹는 사람 비도덕적이라고 유난 떠는 인간이나 다 짜증남,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,"인간 자체가 모순이죠
식물이든 동물이든 잡아죽여먹어가며 살아야되는데
그 뿐인가요
한 사람한사람이 지구의 자원을 얼마나 갉아먹겠습니까 평생동안",46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3407,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,보나님 너무너무 멋있어요. 식습관마저도 쉽게 당연히 존중받지 못 하다니..,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3408,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,전 채식은 아닌 잡식이지만..저런 채식 요리들이 너무 맛있어요😆 비건 맛집 채식 부페 짱 사랑함😘,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3409,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,드랍더비트ㅋㅋㅋ때가쏙비틐ㅋㅋㅋ미챠ㅋㅋㅋㅋ,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3410,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,첫 번째 분 처음 멘트 되게 무례하시다고 생각했다ㅋㅋㅋ... 너무 배려없이 말씀하시는 것 같다는 생각이,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3411,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,서로 이해할 수 있는 사회가 당연시됐으면 좋겠습니다~,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3412,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,눈치없는 덧글들 많네..,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3413,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,이런 컨텐츠 재밌네요!! 채식에 대해서 저도모르게 편견이 있었는데 보코님이 말씀하시는거 보고 좀더 이해하게됐네요ㅎㅎ,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3414,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,"솔직히 ㅇㅇ주의자 이러는게 싫음 그냥 내 입맛대로먹는다고하면되지 굳이 난 채식주의자야 육식주의자야 라고 나누는게 너무웃김ㅡㅡ 왜 서로  눈치주고 살아야함? 그냥 먹고싶은거 본인이 선택하고 맛있게 먹으면되지
그리고 서로 강요하지마ㅡㅡ 채식주의자라고 육식먹는사람 욕할거없고 육식하는사람도 채식먹는사람 욕할거없음 ..그냥 문화차이 받아드리듯이 개인 식성차이 받아드렸음 좋겠음
누가 뭘 먹든 말든..그러니 ㅇㅇ주의자 라는말 잘 안썼음 좋겠음",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3415,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,보코(?)님 말씀을 너무 잘하세요 멋있으셔..,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3416,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,"고기를 먹지 않는 사람들에 대한 편견은 보통 어르신분들이 많이 갖고 계시죠 물론 이것도 편견일 수 있지만 ㅎㅎ 저도 채식을 하고싶지만 육회나, 소고기가 넘 좋아서 결국 하다 폭발하지 않을까 싶네요ㅎ",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3417,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,"뭔가 채식주의....라는 단어가 주는 인상이 되게 부정적인 느낌이라고 많이 생각했었는데 가볍게 보니 채식주의다 뭐다 할거없이 뭐 자기입맛, 생각대로 맞춰서 먹는 거라 생각하니까 이해가 되네요..저는 고기좋아하니까 고기를 많이 먹는 것 처럼...ㅋㅋ",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3418,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,"근데 나는 동물이 사육되는 거 보다 약간 고기를 먹으면 뭔가 기분이 다운된다고나 할까?
그래서 나는 채식은 아니지만 되도록이면 고기를 적게 먹고 야채를 많이 먹는 편
소화도 잘 되고 컨디션도 좋아지더라",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3419,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,"^^ 좋은 영상 감사합니다. 많은 분들이 채식에 대해 가진 편견을 잊는 기회가 되었으면 좋겠네요.
보코님 말씀도 부드럽고 논리있게 너무 잘 하시고 만드신 음식도 정말 맛있어 보여요♥ 만나뵈고싶당 >_<",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3420,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,"샐러드 소스는 뭘로 하셨나요? 궁금해요>< 저는 채식주의자는 아니지만 채소, 과일류도 정말 좋아하거든요 넘나 맛있어 보이네요! 집에서 한번 해보고 싶어요~♥",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3421,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,"나는 골구루 먹는편인데 뷔페가서 먼저 과일이나 채소잔뜩 담아놓는거 좋아함ㅎ
육류는 뭔가 먹으면 포만감이 크니까 처음엔 부담스러운데 채소는 가볍달까 먹기가 편하다는점, 근데 그걸 이상하게 보는 사람이 좀 많음..",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3422,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,왜 채식주의자 눈치를 봐서 고깃집에 안 가야 하는거지? 오히려 채식주의자가 그자리를 빠지는 게 맞는 거 아닌가....?,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3423,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,"저는 새우 조개 알러지가 있어서 해산물을 꺼리게 되더라구요.
응급실에 간적도 여러번...
 그러다보니 음식이 제한되게 되는데 같이 음식을 먹을때는 눈치 보게되는것 같아요 괜히 나때문에 다른사람도 못먹게되는것 같고..못먹는다고 얘기하면 까탈스러운 사람 취급받는 경우가 종종있어서요..
각자의 사정과 생각, 다양한 식성을 존중하는 사회가 되길바래요^^",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3424,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,씨리얼 짱,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3425,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,"채식하는거 솔직히 힘들다!

근데 더이상 당연한게 아니니까,
앞으로도 화이팅이에요~",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3426,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,"전 페스코 베지테리언인데요.
고기가 위에 안 받아서 아예 고기를 안 먹기 시작했거든요. 다른 분들은 동물을 사랑해서 그런  이유도 있지만 저같은 이유도 있다는 사람도 있는 것도 알아주세요.",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3427,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,고기를 싫어하는 사람도 있겠지?,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3428,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,사실 비건 이외에 다른 채식을 채식주의라 부르는건 일조으이 말장난 아닐까 하는 생각도 듭니다. 그냥 특정 그 음식을 꺼리고 채소를 좋아하는다는 정도 랄까요. 채식주의 라는 타이틀 같은것들을 위한 것 같기도 하구요.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3429,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,맛있겠다ㅠ샐러드,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3430,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,코끼리 의문의 1패 ㅋㅋㅋ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3431,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,"드랍 더 비트, 때가 쏙 비트ㅋㅋㅋㅋㅋㅋㅋㄲㅋㅋㅋ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3432,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,데단하뎈ㅋㅋㅋㅋㅋ맞춤법,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3433,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,"고기를 못 먹는 사람이 있다고 회식등의 자리에서 고깃집 안간다는건 말이 안되지 않나요?
고기라는 음식이 매우 보편적이기에 세상의 대부분의 식당은 고기가 들어가있고
회식이나 특별이 외식할땐 평소보다 더 맛있고 기름진 음식을 사람들이 찿기때문에 결국 고깃집에 가는거고
그런데 소수나 한명때문에 모두가 다 불편을 겪으면서 고기가 안들어간 식당을 어렵게 찿는다?",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3434,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,내 신념이 중요하듯 남의 신념도 존중합시다,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3435,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,아 ㅋㅋㅋㅋㅋㅋ 교촌 다 뒤졌닼ㅋㅋㅋㅋㅋㅋ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3436,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,중간중간 맞춤법을....에헴,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3437,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,4:31 고고고 ㅋㅋㅋㅋ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3438,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,두분 친구신가ㅋㅋㅋㅋㅋ케미좋다   저도 비육식하고싶은데...요리를 못하고 내지역에 채식당도 없음ㅠㅠ요리금손들 부럽쓰..,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3439,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,비건을 강요하는 래디컬 비건들과 조용히 묵묵히 비건하시는 분들을 하나로 포함하지 않았으면 좋겠다....제발....,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3440,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,핏 쟈는 언 제나 옳아,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3441,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,돈많고 시간많은 특수계층아니면 먹고 살기 위한 사회생활을 해야 하는 일반인은 100% 채식실천은 힘들고 적당히 타협해야 하는 유혹이 많겠죠,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3442,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,"전세계인들이 다 채식만 한다. 인도적으로. 그럼  아기들  우유도  못 먹고  계란도 못 먹고.
  아프리카가 왜  아사자가  나올 정도로  황폐화된 줄 아나? 정글 없애고  논밭으로  다 바꾸는 바람에 생태계가  파괴된거임.",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3443,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,아니ㅜ너무 간단하고 (비교적) 맛있게 슉슛 잘 해드시는데 레시피채널 생각 없으신지 ᶘ ᵒᴥᵒ ᶅ✨✨✨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3444,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,한국에서 채식하기 '너무너무너무' 힘들죠. 힘내세요 보코님 ㅠㅠㅠㅠ,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3445,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,"채식이란게 무조건 고기 안먹어가 아니라.., 도살장의 환경을 보시면 정말 끔찍해요... 채식한다는 사람한테 어쩐다 하지말고 진짜 강요하지 마시고 걍 드시고싶으신 분들만 드세요.... 상대방 생각 좀 해주세요...",34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,난 건강때문에 생채칙하는데 윤리적인 이유로 육식 안하는 사람들 대단한것같다 생채식하면서 자연스럽게 동물생명 환경에 관심이 가게되지만 ..,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3447,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,To.채식하시는분들  육식하는 사람들 신경안쓰셨으면 합니다,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,먹어보고싶다,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3449,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,멋있어요😍,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3450,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,"채식주의자를 위한 배려가 부족한것도 고쳐야하지만 육식을 하는 사람을 윤리적으로 몰아세우는것도 해선 안됨
서로의 신념 존중하면 굿굿",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3451,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,생선먹으면서 무슨 채식이냐 걔네들도 동물이야 그것도 척추동물,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3452,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,식습관에도 눈에보이지않는 편견이있다는걸 알게 되었고 또한 이러한 편견이 위축된다는 사실을 알게 된거같아요 좋은영상이였습니다 저도  무심히 식습관에대해 편견한말을 하지않았을까 라는 생각이들었고 고쳐야겠다는 생각이듭니다 그리고 당당히 말하는게 멋있습니다! 앞으론 더 존중하고 모든것이 어울리고 존중받는 삶이오도록 바랍니다요!,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,맛나보인다..... 배고파서 바나나하나 깠어요..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3454,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,저도 페스코 하고 있어요! 혹시 보나님 인스타 있으신가요😏?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3455,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,엄청 맛있어보여 .  .  .....,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3456,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,서로서로 배려해야 하는데 아직까진 좀 부족해서 아쉽네요.,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3457,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,0:02 선넘네,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3458,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,비건을 하던 뭘 하던 상관 안함. 남에게 강요하거나 이거좋다 해봐라 권유만 안하면 뭘 하든 신경 안씀.  근데 강요하거나 권유하는 순간 아웃. 하고싶으면 본인만 하던가.,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3459,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,"저도 채식을 실천하고 있어요. 저도 일평생 육식을 하다 채식을 하려니 간헐적으로나 채식을 하게됐었는데, 보다 더 노력해 채식습관을 유지하려구요. 잘보고 갑니다^^ 정말 먹는 것이 곧 나죠.",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3460,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,"우와....좋은 주제네요
다들 순둥순둥해보이시고...
남자분 불쌍한듯 챙겨주고 싶은 사람같아요
좋은 내용 잘 알아갑니다",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3461,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,재밌는데 완성된 음식을 한번 찍어주셨으면 좋았을텐데 아쉬워요ㅠㅠ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3462,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,치즈?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3463,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,저역시 고기 눈앞에서 피자햄버거 고기굽고 있어도 전혀 영향받지 않아요 그래서 엄마가 많이 걱정하셧죠 고기좀 먹으라고^^;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3464,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,"그래도 난 고기.
채소는 곁들여 먹는 음식이지.

대신 고기의 비중을 좀 줄일 필요성은 매우 많이 느낀다?",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3465,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,채식해보고 싶긴한데 뭔가 벽이 느껴져서.. ㅠㅠ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3466,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,저분이 식당열면 채식주의자분들이 엄청좋아시겠다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3467,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,채식 레시피 추천해주세요!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3468,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,아 여자분 보조개 매력적이시네요,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3469,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,난 죽어도 채식만 하고 못 살아요...... 진심.,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3470,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,이런사람들이 남들보면서 속으로 음식은 폭력입니다 쓰레기 보는 눈으로 보고 그러는거냐?,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3471,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,근데 간혹가다 채식주의자들중에서 버터가 들어간 동물성지방을 섭취하던데 채식주의자라면 그것도 먹지말아야 하는거 아닌가요??,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3472,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,"파스타에 피자.... 
일반인이랑 차이가 없네요
그냥 식물성식품 더 먹는 정도네요",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3473,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,맛있겠다...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3474,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,요리하는여자 멋있다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3475,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,나도 오늘부터 채식?👈👈👈👈👈.....(응아니야~~~~~ 🖕🖕)....,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3476,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,남자분 되게 조근조근 목소리 좋으시고 뭔가 진행자 같으셔ㅋㅋㅋ 좋은 영상 감사합니다! 개인적으로 파스타 맛있어보여서 만들어 먹어보고 싶어요.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3477,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,고기를 먹지만 채소를 좋아하는 불량 채식주의자로서 고기는 맛있습니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3478,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,"채식 = O
채식+@(페미니즘, 동물애호가) = X",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3479,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,예전에 돼지고기 알러지가 잠깐 생겨서 돼지고기를 안먹었는데도 메뉴 고르는데 시간걸렸는데 채식주의자들과 외식할 때는 메뉴들을 고르기가 힘들긴 할 것 같네요.;;,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3480,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,소는 먹는데 이건 뭐에요,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3481,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,"채식이라하기보단 잡식이내요
유제품 생선등은  동물성 단백질이라 육식입니다...  그래도 육고기를 안드시니 노력하시내요",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3482,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,첨에 파란셔츠분이 묘사하는 이미지 되게 파란셔츠분이랑 동일함,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3483,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,"데단하다 뭔데,,,;;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3484,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,"맛있겠다,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3485,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,나는 잡식주의자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3486,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,채식 검색 했는데 사람들은 다 동물을 위해서 인것 같음 나는 날를 위해서 라서 딱히 이유를 댈필요가 없는데,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3487,채식주의자(베지테리언) 친구 집에 놀러 가봤어요,https://youtu.be/Ldbd4LKdwjs,채식,인트로의 먹고싶잖아사실 되게 별로네요...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
